# avoid	prefer	kind	tier	fix_hint	pattern	notes
# kind: autofix | phrase_flag | tier1_phrase | template | skip

land the mitigations		phrase_flag	2	use plain wording		bulk vrb
land the rollout		phrase_flag	2	use plain wording		bulk vrb
land the launch		phrase_flag	2	use plain wording		bulk vrb
land the pilot		phrase_flag	2	use plain wording		bulk vrb
land the beta		phrase_flag	2	use plain wording		bulk vrb
land the GA plan		phrase_flag	2	use plain wording		bulk vrb
land the GTM motion		phrase_flag	2	use plain wording		bulk vrb
land the ICP		phrase_flag	2	use plain wording		bulk vrb
land the TAM		phrase_flag	2	use plain wording		bulk vrb
land the SAM		phrase_flag	2	use plain wording		bulk vrb
land the SOM		phrase_flag	2	use plain wording		bulk vrb
land the ARR target		phrase_flag	2	use plain wording		bulk vrb
land the NRR goal		phrase_flag	2	use plain wording		bulk vrb
land the GDRP posture		phrase_flag	2	use plain wording		bulk vrb
land the SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
nail the strategy		phrase_flag	2	use plain wording		bulk vrb
nail the execution		phrase_flag	2	use plain wording		bulk vrb
nail the priorities		phrase_flag	2	use plain wording		bulk vrb
nail the roadmap		phrase_flag	2	use plain wording		bulk vrb
nail the vision		phrase_flag	2	use plain wording		bulk vrb
nail the narrative		phrase_flag	2	use plain wording		bulk vrb
nail the thesis		phrase_flag	2	use plain wording		bulk vrb
nail the charter		phrase_flag	2	use plain wording		bulk vrb
nail the principles		phrase_flag	2	use plain wording		bulk vrb
nail the tradeoffs		phrase_flag	2	use plain wording		bulk vrb
nail the dependencies		phrase_flag	2	use plain wording		bulk vrb
nail the assumptions		phrase_flag	2	use plain wording		bulk vrb
nail the risks		phrase_flag	2	use plain wording		bulk vrb
nail the mitigations		phrase_flag	2	use plain wording		bulk vrb
nail the rollout		phrase_flag	2	use plain wording		bulk vrb
nail the launch		phrase_flag	2	use plain wording		bulk vrb
nail the pilot		phrase_flag	2	use plain wording		bulk vrb
nail the beta		phrase_flag	2	use plain wording		bulk vrb
nail the GA plan		phrase_flag	2	use plain wording		bulk vrb
nail the GTM motion		phrase_flag	2	use plain wording		bulk vrb
nail the ICP		phrase_flag	2	use plain wording		bulk vrb
nail the TAM		phrase_flag	2	use plain wording		bulk vrb
nail the SAM		phrase_flag	2	use plain wording		bulk vrb
nail the SOM		phrase_flag	2	use plain wording		bulk vrb
nail the ARR target		phrase_flag	2	use plain wording		bulk vrb
nail the NRR goal		phrase_flag	2	use plain wording		bulk vrb
nail the GDRP posture		phrase_flag	2	use plain wording		bulk vrb
nail the SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
thread the needle on strategy		phrase_flag	2	use plain wording		bulk vrb
thread the needle on execution		phrase_flag	2	use plain wording		bulk vrb
thread the needle on priorities		phrase_flag	2	use plain wording		bulk vrb
thread the needle on roadmap		phrase_flag	2	use plain wording		bulk vrb
thread the needle on vision		phrase_flag	2	use plain wording		bulk vrb
thread the needle on narrative		phrase_flag	2	use plain wording		bulk vrb
thread the needle on thesis		phrase_flag	2	use plain wording		bulk vrb
thread the needle on charter		phrase_flag	2	use plain wording		bulk vrb
thread the needle on principles		phrase_flag	2	use plain wording		bulk vrb
thread the needle on tradeoffs		phrase_flag	2	use plain wording		bulk vrb
thread the needle on dependencies		phrase_flag	2	use plain wording		bulk vrb
thread the needle on assumptions		phrase_flag	2	use plain wording		bulk vrb
thread the needle on risks		phrase_flag	2	use plain wording		bulk vrb
thread the needle on mitigations		phrase_flag	2	use plain wording		bulk vrb
thread the needle on rollout		phrase_flag	2	use plain wording		bulk vrb
thread the needle on launch		phrase_flag	2	use plain wording		bulk vrb
thread the needle on pilot		phrase_flag	2	use plain wording		bulk vrb
thread the needle on beta		phrase_flag	2	use plain wording		bulk vrb
thread the needle on GA plan		phrase_flag	2	use plain wording		bulk vrb
thread the needle on GTM motion		phrase_flag	2	use plain wording		bulk vrb
thread the needle on ICP		phrase_flag	2	use plain wording		bulk vrb
thread the needle on TAM		phrase_flag	2	use plain wording		bulk vrb
thread the needle on SAM		phrase_flag	2	use plain wording		bulk vrb
thread the needle on SOM		phrase_flag	2	use plain wording		bulk vrb
thread the needle on ARR target		phrase_flag	2	use plain wording		bulk vrb
thread the needle on NRR goal		phrase_flag	2	use plain wording		bulk vrb
thread the needle on GDRP posture		phrase_flag	2	use plain wording		bulk vrb
thread the needle on SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
pressure test strategy		phrase_flag	2	use plain wording		bulk vrb
pressure test execution		phrase_flag	2	use plain wording		bulk vrb
pressure test priorities		phrase_flag	2	use plain wording		bulk vrb
pressure test roadmap		phrase_flag	2	use plain wording		bulk vrb
pressure test vision		phrase_flag	2	use plain wording		bulk vrb
pressure test narrative		phrase_flag	2	use plain wording		bulk vrb
pressure test thesis		phrase_flag	2	use plain wording		bulk vrb
pressure test charter		phrase_flag	2	use plain wording		bulk vrb
pressure test principles		phrase_flag	2	use plain wording		bulk vrb
pressure test tradeoffs		phrase_flag	2	use plain wording		bulk vrb
pressure test dependencies		phrase_flag	2	use plain wording		bulk vrb
pressure test assumptions		phrase_flag	2	use plain wording		bulk vrb
pressure test risks		phrase_flag	2	use plain wording		bulk vrb
pressure test mitigations		phrase_flag	2	use plain wording		bulk vrb
pressure test rollout		phrase_flag	2	use plain wording		bulk vrb
pressure test launch		phrase_flag	2	use plain wording		bulk vrb
pressure test pilot		phrase_flag	2	use plain wording		bulk vrb
pressure test beta		phrase_flag	2	use plain wording		bulk vrb
pressure test GA plan		phrase_flag	2	use plain wording		bulk vrb
pressure test GTM motion		phrase_flag	2	use plain wording		bulk vrb
pressure test ICP		phrase_flag	2	use plain wording		bulk vrb
pressure test TAM		phrase_flag	2	use plain wording		bulk vrb
pressure test SAM		phrase_flag	2	use plain wording		bulk vrb
pressure test SOM		phrase_flag	2	use plain wording		bulk vrb
pressure test ARR target		phrase_flag	2	use plain wording		bulk vrb
pressure test NRR goal		phrase_flag	2	use plain wording		bulk vrb
pressure test GDRP posture		phrase_flag	2	use plain wording		bulk vrb
pressure test SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
unpack the strategy		phrase_flag	2	use plain wording		bulk vrb
unpack the execution		phrase_flag	2	use plain wording		bulk vrb
unpack the priorities		phrase_flag	2	use plain wording		bulk vrb
unpack the roadmap		phrase_flag	2	use plain wording		bulk vrb
unpack the vision		phrase_flag	2	use plain wording		bulk vrb
unpack the narrative		phrase_flag	2	use plain wording		bulk vrb
unpack the thesis		phrase_flag	2	use plain wording		bulk vrb
unpack the charter		phrase_flag	2	use plain wording		bulk vrb
unpack the principles		phrase_flag	2	use plain wording		bulk vrb
unpack the tradeoffs		phrase_flag	2	use plain wording		bulk vrb
unpack the dependencies		phrase_flag	2	use plain wording		bulk vrb
unpack the assumptions		phrase_flag	2	use plain wording		bulk vrb
unpack the risks		phrase_flag	2	use plain wording		bulk vrb
unpack the mitigations		phrase_flag	2	use plain wording		bulk vrb
unpack the rollout		phrase_flag	2	use plain wording		bulk vrb
unpack the launch		phrase_flag	2	use plain wording		bulk vrb
unpack the pilot		phrase_flag	2	use plain wording		bulk vrb
unpack the beta		phrase_flag	2	use plain wording		bulk vrb
unpack the GA plan		phrase_flag	2	use plain wording		bulk vrb
unpack the GTM motion		phrase_flag	2	use plain wording		bulk vrb
unpack the ICP		phrase_flag	2	use plain wording		bulk vrb
unpack the TAM		phrase_flag	2	use plain wording		bulk vrb
unpack the SAM		phrase_flag	2	use plain wording		bulk vrb
unpack the SOM		phrase_flag	2	use plain wording		bulk vrb
unpack the ARR target		phrase_flag	2	use plain wording		bulk vrb
unpack the NRR goal		phrase_flag	2	use plain wording		bulk vrb
unpack the GDRP posture		phrase_flag	2	use plain wording		bulk vrb
unpack the SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
reframe the strategy		phrase_flag	2	use plain wording		bulk vrb
reframe the execution		phrase_flag	2	use plain wording		bulk vrb
reframe the priorities		phrase_flag	2	use plain wording		bulk vrb
reframe the roadmap		phrase_flag	2	use plain wording		bulk vrb
reframe the vision		phrase_flag	2	use plain wording		bulk vrb
reframe the narrative		phrase_flag	2	use plain wording		bulk vrb
reframe the thesis		phrase_flag	2	use plain wording		bulk vrb
reframe the charter		phrase_flag	2	use plain wording		bulk vrb
reframe the principles		phrase_flag	2	use plain wording		bulk vrb
reframe the tradeoffs		phrase_flag	2	use plain wording		bulk vrb
reframe the dependencies		phrase_flag	2	use plain wording		bulk vrb
reframe the assumptions		phrase_flag	2	use plain wording		bulk vrb
reframe the risks		phrase_flag	2	use plain wording		bulk vrb
reframe the mitigations		phrase_flag	2	use plain wording		bulk vrb
reframe the rollout		phrase_flag	2	use plain wording		bulk vrb
reframe the launch		phrase_flag	2	use plain wording		bulk vrb
reframe the pilot		phrase_flag	2	use plain wording		bulk vrb
reframe the beta		phrase_flag	2	use plain wording		bulk vrb
reframe the GA plan		phrase_flag	2	use plain wording		bulk vrb
reframe the GTM motion		phrase_flag	2	use plain wording		bulk vrb
reframe the ICP		phrase_flag	2	use plain wording		bulk vrb
reframe the TAM		phrase_flag	2	use plain wording		bulk vrb
reframe the SAM		phrase_flag	2	use plain wording		bulk vrb
reframe the SOM		phrase_flag	2	use plain wording		bulk vrb
reframe the ARR target		phrase_flag	2	use plain wording		bulk vrb
reframe the NRR goal		phrase_flag	2	use plain wording		bulk vrb
reframe the GDRP posture		phrase_flag	2	use plain wording		bulk vrb
reframe the SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
pressure-test the strategy		phrase_flag	2	use plain wording		bulk vrb
pressure-test the execution		phrase_flag	2	use plain wording		bulk vrb
pressure-test the priorities		phrase_flag	2	use plain wording		bulk vrb
pressure-test the roadmap		phrase_flag	2	use plain wording		bulk vrb
pressure-test the vision		phrase_flag	2	use plain wording		bulk vrb
pressure-test the narrative		phrase_flag	2	use plain wording		bulk vrb
pressure-test the thesis		phrase_flag	2	use plain wording		bulk vrb
pressure-test the charter		phrase_flag	2	use plain wording		bulk vrb
pressure-test the principles		phrase_flag	2	use plain wording		bulk vrb
pressure-test the tradeoffs		phrase_flag	2	use plain wording		bulk vrb
pressure-test the dependencies		phrase_flag	2	use plain wording		bulk vrb
pressure-test the assumptions		phrase_flag	2	use plain wording		bulk vrb
pressure-test the risks		phrase_flag	2	use plain wording		bulk vrb
pressure-test the mitigations		phrase_flag	2	use plain wording		bulk vrb
pressure-test the rollout		phrase_flag	2	use plain wording		bulk vrb
pressure-test the launch		phrase_flag	2	use plain wording		bulk vrb
pressure-test the pilot		phrase_flag	2	use plain wording		bulk vrb
pressure-test the beta		phrase_flag	2	use plain wording		bulk vrb
pressure-test the GA plan		phrase_flag	2	use plain wording		bulk vrb
pressure-test the GTM motion		phrase_flag	2	use plain wording		bulk vrb
pressure-test the ICP		phrase_flag	2	use plain wording		bulk vrb
pressure-test the TAM		phrase_flag	2	use plain wording		bulk vrb
pressure-test the SAM		phrase_flag	2	use plain wording		bulk vrb
pressure-test the SOM		phrase_flag	2	use plain wording		bulk vrb
pressure-test the ARR target		phrase_flag	2	use plain wording		bulk vrb
pressure-test the NRR goal		phrase_flag	2	use plain wording		bulk vrb
pressure-test the GDRP posture		phrase_flag	2	use plain wording		bulk vrb
pressure-test the SOC2 readiness		phrase_flag	2	use plain wording		bulk vrb
synergies		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
exec readout		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
readout		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
read-out		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
one-pager		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
two-pager		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
pre-read		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
prebrief		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
debrief		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
retro		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
postmortem		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
blameless postmortem		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
post-mortem		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
five whys		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
fishbone		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
Pareto chart		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
planning poker		phrase_flag	3	use if technical term is needed; otherwise simplify		bulk corp2
